,English,Tamil
2347,Appa Road Ekku Sami.. The driver who casually followed the government bus in the center median.. Bhakeer Video,அஸ்வினுக்கு மோட்டிவேஷன் கூறிய பாவனி... வேற லெவல் எக்ஸ்பிரஷன் 
2348,"A ""bomb"" pierced her head.. The terror happened to an 8-year-old girl who was walking on the road..!",கோபியால் கண்ணீர் வடிக்கும் தந்தை.. இனி பாக்கியலட்சுமியில் நடக்கப்போகும் அதிரடி திருப்பங்கள்
2349,"Award to Tirunelveli Collector for ""Vacchuvadi Guide"" scheme.. Election Commission Hon.",பிக்பாஸ் அல்டிமேட்: முதல் போட்டியாளரின் அறிமுகமே வேற லெவல்..இவர்தான் அவரா 
2350,OPS VS Thangath Tamil Selvan.. Hot politics in Theni district!,சூர்யாவுடன் புது படத்தில் இணையும் சிபி.. ரசிகர்களுக்கு இது வேற லெவல் ட்விஸ்ட் 
2351,Tongo eruption is equivalent to hundreds of Hiroshima blasts.. NASA Bagir Information,தளபதி விஜய்யையும் விட்டுவைக்காத... அஸ்வின் கோபியா... மீம்ஸ்களில் மாட்டிய புது நபர்
2352,Bhavani's motivation to Ashwin... a different level of expression,அக்ஷரா இப்படித்தான்..நேரடியாகவே கூறி விட்டேன்.. உண்மையை உடைத்து பேசிய சிபி 
2353,Thalapathy Vijay is not left behind... Ashwin Gopia... is the new person caught in memes,தஞ்சை மாணவி வழக்கு.. மதம் மாற்ற முயற்சி நடந்ததாக புகார் இல்லை.. அமைச்சர் அன்பில் விளக்கம்! 
2354,Bigg Boss Ultimate: The debut of the first contestant is another level..is this him, ஓபிஎஸ் VS தங்கத் தமிழ்ச் செல்வன்.. தேனி மாவட்டத்தில் அனல் பறக்கும் அரசியல்! 
2355,CB to join Suriya in new film.. This is another level twist for fans,"""வாக்குச்சாவடி வழிகாட்டி"" திட்டத்திற்காக.. திருநெல்வேலி ஆட்சியருக்கு விருது.. தேர்தல் ஆணையம் கவுரவம்"
2356,"Atengappa! ""Mega Sports City"" will be built on 500 acres in Chennai",வீட்டுல 10 ரூபாய் கூட இல்லை.. இதுல 5 லட்சம் காணோம்னு புகாரா?.. வீட்டு ஓனரை கலாய்த்த திருடர்கள் 
2357,This is not in the list.. Stalin told the mother.. DMK is putting a lot of plans.. Look what I said.,5வதாக பிறந்த 2 மாத குழந்தையை விற்று ரம்மி விளையாடிய தந்தை.. கொத்தாக தூக்கிய போலீஸ் 
2358,Tanjore student's case.. There is no complaint that there was an attempt to convert the religion.. Minister kindly explained!,ஷாக்.. செல்போனில் ஆபாச படம் பார்த்து 9 வயது சிறுவனுக்கு பாலியல் கொடுமை.. பள்ளி மாணவர்கள் மூவர் கைது 
2359,The father who sold his 5th born 2 month old child and played rummy.. The police arrested him,"இந்த சுட்டிக்கு 2 வயசு கூட ஆகலை! ஆனா, செஞ்ச வேலையை பாருங்க!.. இதுல ஒன்னும் தெரியாத மாதிரி முழி வேற!"
2360,There is not even 10 rupees in the house.. Is it a complaint that we will find 5 lakhs in this?.. The thieves robbed the house owner.,டோங்கோ எரிமலை வெடிப்பு நூற்றுக்கணக்கான ஹிரோஷிமா குண்டு வெடிப்புக்கு சமமானது.. நாசா பகீர் தகவல் 
2361,This mouse is not even 2 years old! But look at the work of Sencha!,இதென்ன லிஸ்ட்லேயே இல்லையே.. அன்னைக்கே ஸ்டாலின் சொன்னாரே.. பலே பிளானை போடும் திமுக.. என்னன்னு பாருங்க
2362,Rajeev murder case.. Nalini parole extension for 30 days.. Tamilnadu government orders!," அடேங்கப்பா! சென்னையில் 500 ஏக்கரில் அமையும் ""மெகா ஸ்போர்ட்ஸ் சிட்டி.."" தமிழக அரசின் கலக்கல் திட்டம்"
2363,"20,000 flats to be demolished in Chennai! The expert committee recommended action to the government!"," தமிழ்நாட்டில் எம்பிபிஎஸ், பிடிஎஸ் தரவரிசை பட்டியல் வெளியீடு..கலந்தாய்வு நடைபெறும் தேதிகள் அறிவிப்பு"
2364,Shock.. 9-year-old boy sexually assaulted after watching porn on cell phone.. Three school students arrested, ராஜீவ் கொலை வழக்கு.. நளினிக்கு 30 நாட்கள் பரோல் நீட்டிப்பு.. தமிழ்நாடு அரசு உத்தரவு!
2365,Tamil Nadu govt employees increase in allowances.. government order issued!,மாஸ்டர் பிளானா.. அது சீக்ரெட் ஆச்சே.. பொடி வைத்து பேசும் டிஆர்பி ராஜா.. தயாராகும் திமுக ஐடி விங்! 
2366,"Tamilnadu MBBS, BDS Rank List Released..Dates of Discussions Announced",தஞ்சை பள்ளி மாணவி தற்கொலை.. வள்ளுவர் கோட்டத்தில் பாஜக உண்ணாவிரத போராட்டம்.. போலீஸ் குவிப்பு 
2367,Thanjavur schoolgirl commits suicide..BJP hunger strike in Valluvar sector..Police concentration,"பெரிய மாற்றத்திற்கு பிளான்.. முதல்வர் களமிறக்கும் ""Operation Decongestion"".. சென்னைக்கு செம குட் நியூஸ்!"
2368,Omicron Wave.. Next 8 weeks are critical.. How bad is the situation? Top analyst warning,Rolls Royce car: நடிகர் விஜய் குறித்து தனி நீதிபதியின் விமர்சன கருத்துகள் நீக்கம்- ஹைகோர்ட் தீர்ப்பு 
2369,"Plan for big change.. Chief Minister to launch ""Operation Decongestion"".. Sema good news for Chennai!",சென்னையில் 20 ஆயிரம் குடியிருப்புகளை இடிக்க வேண்டும்! அரசுக்கு வல்லுநர் குழு அதிரடி பரிந்துரை! 
2370,Rolls Royce car: Single judge's critical comments on actor Vijay removed- High Court verdict,சூரியனையும் சக்தியையும் பிரிக்க முடியாது.. நான் அரசியல் பேசல -அண்ணா பல்கலையில் முதல்வர் பேசியது என்ன
2371,Master plan.. is it a secret.. TRP Raja who talks with powder.. DMK IT wing is getting ready!,தமிழக அரசு ஊழியர்களுக்கான அகவிலைப்படி உயர்வு.. வெளியானது அரசாணை! 
2372,A great history that shook - Hindi anti-dominion war heroes day 25th January!,ஓமிக்ரான் அலை.. அடுத்த 8 வாரங்கள் மிக முக்கியம்.. நிலைமை எந்தளவு மோசம்? டாப் ஆய்வாளர் வார்னிங்
2373,Republic Day parade.. Tamil Nadu vehicle permit case dismissed.. Madras High Court,அதிரவைத்த மாபெரும் வரலாறு- இந்தி ஆதிக்க எதிர்ப்பு போர் மாவீரர்கள் தினம் ஜனவரி 25! 
2374,New Stealth Omicron in Tamil Nadu? It is the only way to prevent any type! Radhakrishnan Bleech,தமிழ்நாட்டில் இரு மொழிக் கொள்கையே தொடரும்.. சென்னை உயர் நீதிமன்றத்தில் தமிழ்நாடு அரசு திட்டவட்டம்! 
2375,"Rowdy Padappai, who was wanted in 40 murder and robbery cases, suddenly surrendered in Guna Court!"," 40 கொலை, கொள்ளை வழக்குகளில் தேடப்பட்ட ரவுடி படப்பை குணா கோர்ட்டில் திடீர் சரண்!"
2376,No alliance with BJP! New bomb thrown by AIADMK organizational secretary!,குடியரசு தின அணிவகுப்பு.. தமிழ்நாடு ஊர்திக்கு அனுமதி கோரிய வழக்கு தள்ளுபடி.. சென்னை உயர் நீதிமன்றம் 
2377,"As it is in superpower countries.. Chennai ""ORR"" area is going to get a new life.. Master plan!",தஞ்சை பள்ளி மாணவி தற்கொலை.. பள்ளிகளில் நிகழும் அத்துமீறல்களுக்கு முற்றுப்புள்ளி எப்போது? கமல் கேள்வி 
2378,Tamil Nadu Governor RN Ravi supports NEET exam! A twist on the Republic Day message!,பாஜகவுடன் கூட்டணி தேவையில்லை! அதிமுக அமைப்புச் செயலாளர் வீசிய புது குண்டு! 
2379,Thanjavur schoolgirl commits suicide.. When will the violence in schools end? Kamal question,தமிழகத்தில் புதிய ஸ்டெல்த் ஓமிக்ரான்? எந்த வகை வந்தாலும் தடுக்க ஒரே வழிதான்! ராதாகிருஷ்ணன் பளீச்
2380,Sun and power cannot be separated.. I am not talking about politics - what the principal spoke at Anna University, காங்கிரஸ் தலைவர்களை சொந்தம் கொண்டாடுகிறது பாஜக! இது மலிவான அரசியல்! சாடும் காங்கிரஸ்! 
2381,Bilingual policy will continue in Tamilnadu.. Tamilnadu government plan in Chennai High Court!,1000 ரூபாய் ஸ்டாலின் அறிவித்தாரே.. எப்போது கிடைக்கும் தெரியுமா?.. அமைச்சர் நாசர் சொன்ன முக்கிய தகவல்
2382,The comment about reel hero is unnecessary.. Actor Vijay's sensational argument in court!, குன்றத்தூரில் அதிர்ச்சி! மேல்வீட்டு அக்கா திட்டியதால்.. 6ஆம் வகுப்பு மாணவி தூக்கிட்டு தற்கொலை
2383,"Stop the auctioning of Tamil Nadu fishing boats in Sri Lanka... Chief Minister Stalin, Vaiko MP.","மூக்கில் ட்யூப்.. ""ஊ சொல்றியா மாமா.."" பாட்டி வாயிலிருந்து வந்த முனகல்! ஆச்சரியத்தில் ஆழ்த்திய வீடியோ "
2384,BJP owns Congress leaders! This is cheap politics! Sadum Congress!,"வல்லரசு நாடுகளில் உள்ளது போல.. புதுப்பொலிவு பெற போகும் சென்னை ""ஓஆர்ஆர்"" பகுதி.. மாஸ்டர் பிளான்! "
2385,"A tube in the nose.. ""Oh tell me uncle.."" A moan came from the grandmother's mouth! Amazing video","இலங்கையில் தமிழக மீனவர் படகுகளை ஏலம் விடுவதை தடுத்து நிறுத்துங்க... முதல்வர் ஸ்டாலின், வைகோ எம்.பி. "
2386,Shock in Kunradur! 6th class student hanged herself because her older sister scolded her,நகர்ப்புற உள்ளாட்சி தேர்தலை நடத்த தடை விதிக்க முடியாது- சென்னை உயர்நீதிமன்றம் 
2387,Who is the opposition in Tamil Nadu? AIADMK Vs BJP! This is the answer given by Kanimozhi!, எம்பிபிஎஸ் படிப்புகளுக்கான தரவரிசை பட்டியல் வெளியீடு.. டாப் 10இல் 9 பேர் சிபிஎஸ்இ மாணவர்கள் தான்
2388,Tanjai school girl released video only because justice will not be served.. She did not escape: Annamalai,தமிழகத்தில் எதிர்க்கட்சி யார்? அதிமுக Vs பாஜக! கனிமொழி சொன்ன பதில் இது தான்! 
2389,"People are angry with DMK, love AIADMK! Gram sabha meeting canceled out of fear: Jayakumar",நீட் தேர்வுக்கு தமிழக ஆளுநர் ஆர்.என்.ரவி ஆதரவு! குடியரசு தின வாழ்த்து செய்தியில் வைத்த ட்விஸ்ட்!
2390,1000 rupees announced by Stalin.. Do you know when it will be available?.. The important information said by Minister Nasser,நீதி கிடைக்காது என்பதால்தான் தஞ்சை பள்ளி மாணவி வீடியோவை வெளியிட்டோம்.. அதில் தப்பில்லை: அண்ணாமலை 
2391,MBBS rank list release.. 9 out of top 10 are CBSE students,ரீல் கதாநாயகன் என்ற கமெண்ட் தேவையற்றது.. நடிகர் விஜய் தரப்பில் நீதிமன்றத்தில் வைத்த பரபரப்பு வாதம்! 
2392,Can't ban urban local body elections - Madras High Court,"சசிகலாவுக்கு வந்த ஆவேசம்.. ""இந்த திமுக ஆட்சிக்கு வந்ததில் இருந்தே இப்படித்தான்"".. முக்கிய கோரிக்கை"
2393,"""There is no one in AIADMK to speak with manliness.. Only Annamalai"".. Nayanar Nagendran sensational speech","மக்களுக்கு திமுக மீது கோபம், அதிமுக மீது பாசம்! பயந்துபோய்தான் கிராம சபை கூட்டம் ரத்து: ஜெயக்குமார் "
2394,Attack on Christian Church in Coimbatore! Bring the criminals to justice! M.M.K request!,"""ஆண்மையோடு பேச அதிமுகவில் யாருமில்லை.. அண்ணாமலை மட்டுமே"".. நயினார் நாகேந்திரன் பரபரப்பு பேச்சு"
2395,"Tamil rule in Tamil Nadu! Who are you to ask VUC, who is Velunachiyar? Chief Minister of India", மீண்டும் வேகமெடுக்கும் கொரோனா பரவல்.. டாஸ்மாக் கடைகள் மூடல்? அமைச்சர் செந்தில் பாலாஜி முக்கிய தகவல்
2396,"Sasikala's obsession.. ""It's been like this ever since DMK came to power"".. the main demand", கோவையில் கிறிஸ்துவ தேவாலயம் மீது தாக்குதல்! குற்றவாளிகளை சட்டத்தின் முன் நிறுத்துக! ம.ம.க கோரிக்கை! 
2397,Corona is slowly falling.. Is the 3rd wave reaching its end.. What does the government report say?,வெறுப்பு அரசியலை ஒதுக்குவோம்! ஜனநாயகத்தை பாதுகாப்போம்! தமிமுன் அன்சாரி குடியரசு தின வாழ்த்து!
2398,"NEET Exam, V.U.C, Velunachiar.. Single report.. Governor Ravi who poured in total.. Sensational background","தமிழகத்தில் தமிழனின் ஆட்சி! வ.உ.சி, வேலுநாச்சியாரை யார் என கேட்க நீங்க யார்? விளாசிய முதல்வர் "
2399,Budget session 2022.. Parliament held in both morning and evening.. This is the reason,"நீட் தேர்வு, வ.உ.சி, வேலுநாச்சியார்.. ஒற்றை அறிக்கை.. மொத்தமாக கொட்டிய ஆளுநர் ரவி.. பரபரப்பு பின்னணி"
2400,The spread of Corona is accelerating again.. Tasmac shops closing? Minister Senthil Balaji Important Information,மெல்ல மெல்ல சரியும் கொரோனா.. முடிவை எட்டுகிறதா 3ஆம் அலை.. அரசின் அறிக்கை சொல்வது என்ன? 
2401,"If you have manhood, resign and stand alone-AIADMK that was in turmoil, Nayanar Nagendran retreated",தமிழ் என்றால் தமிழ்நாடு என்றால் ஏனோ அவர்களுக்கு கசக்கிறது.. உடைத்துப் பேசிய முதல்வர் ஸ்டாலின் 
2402,"If Tamil means Tamil Nadu, something is bitter for them.. Chief Minister Stalin broke down","ஆண்மை இருந்தா ராஜினாமா செஞ்சுட்டு தனியா நில்லுங்க-கொந்தளித்த அதிமுக, பின்வாங்கிய நயினார் நாகேந்திரன்"
2403,Let's set aside the politics of hate! Let's protect democracy! Happy Republic Day Tamimun Ansari!," பட்ஜெட் கூட்டத்தொடர் 2022.. காலை, மாலை என இரு வேலைகளிலும் நடைபெறும் நாடாளுமன்றம்.. காரணம் இது தான்"
2404,What is the future of Congress? End failure or meltdown?,"இந்தியாவில் விடாமல் அதிகரிக்கும் கொரோனா.. 3 லட்சத்தை தாண்டி தினசரி கேஸ்கள்.. கேரளா, கர்நாடகா மோசம் "
2405,Corona cases starting to decrease - Union Minister Mansuvik Mandaviya consults with 9 states,என்னவாகும் காங்கிரஸ் எதிர்காலம்? தோல்விக்கு முற்றுப்புள்ளி வைக்குமா அல்லது கரைந்துபோகுமா?
2406,Freebies in election promises.. How to prevent? Supreme Court notice to Election Commission,குறைய தொடங்கும் கொரோனா பாதிப்பு - 9 மாநிலங்களுடன் மத்திய அமைச்சர் மன்சுவிக் மாண்டவியா ஆலோசனை 
2407,Missing American plane during World War II found in Himalayas after 77 years!, சிறந்த சேவை.. தமிழக காவல்துறையைச் சேர்ந்த 18 அதிகாரிகளுக்கு குடியரசு தலைவர் பதக்கம் அறிவிப்பு!
2408,Czech! Can't throw away any more freebies? Reindeer to parties- Supreme Court key order,தேர்தல் வாக்குறுதியில் இலவசங்கள்.. தடுப்பது எப்படி? தேர்தல் ஆணையத்திற்கு உச்சநீதிமன்றம் நோட்டீஸ்
2409,73rd Republic Day Live Updates: President Ram Nath Kovind unfurled the National Flag in Delhi,செக்! இனி இலவசங்களை அள்ளி வீச முடியாது? கட்சிகளுக்கு வரும் கடிவாளம்- சுப்ரீம் கோர்ட் முக்கிய உத்தரவு
2410,Corona is increasing in India.. Daily cases are more than 3 lakh.. Kerala and Karnataka are worst, இரண்டாம் உலக போரின் போது மாயமான அமெரிக்க விமானம்.. 77 ஆண்டுகளுக்கு பிறகு இமயமலையில் கண்டெடுப்பு! 
2411,Excellent service.. Announcement of President's Medal to 18 officers from Tamil Nadu Police!,73வது குடியரசு தினம் Live Updates: டெல்லியில் தேசிய கொடியை ஏற்றி வைத்தார் ஜனாதிபதி ராம்நாத் கோவிந்த் 
2412,"The slogan of ""One Nation, One Election"" has been taken up again.. Prime Minister Modi emphasized in his Voters Day speech","மீண்டும் கையிலெடுத்த ""ஒரே நாடு, ஒரே தேர்தல்"" கோஷம்.. வாக்காளர் தின உரையில் பிரதமர் மோடி வலியுறுத்தல்"
2413,A blow to Congress in UP..Rahul Gandhi's 'right-hand man' RPN Singh jumps to BJP,உ.பி.யில் காங்கிரசுக்கு விழுந்த அடி.. ராகுல் காந்தி 'வலது கரம்' ஆர்.பி.என்.சிங் பாஜகவிற்கு தாவினார்
2414,"Srikanth Polla: Even if he loses his eyesight, Rs. CEO of 480 crore company - who is he?",இதுதான் ஆனந்த் மஹேந்திரா.. தனது ஷோரூமில் அவமதிக்கப்பட்ட விவசாயி! நேரடியாக தலையிட்டு நடவடிக்கை
2415,India is leading the world - President Ram Nath Kovind is proud,"பிபின் ராவத், சுந்தர் பிச்சை உள்ளிட்ட 17 பேருக்கு பத்ம விருதுகள்.. மத்திய அரசு அறிவிப்பு"
2416,Corona: Virtual tourism online - is it the new norm?,உலக நாடுகளுக்கு முன்னோடியாக இந்தியா திகழ்கிறது - குடியரசு தலைவர் ராம்நாத் கோவிந்த் பெருமிதம் 
2417,Inside the glucose loading room.. the young man who took the girl.. suddenly a scream.. Dharmapuri stopped.,குளுக்கோஸ் ஏற்ற ரூமுக்குள்.. பெண்ணை அழைத்து சென்ற இளைஞர்.. திடீரென ஒரு அலறல்.. ஸ்தம்பித்த தர்மபுரி
2418,"Padma awards to 17 people including Bipin Rawat, Sundar Pichai.. Central government announcement","ஐ.ஏ.எஸ் அதிகாரிகள் விவகாரம்:தமிழகம், கேரளா வரிசையில் தெலுங்கானா முதல்வரும் மத்திய அரசுக்கு எதிர்ப்பு "
2419,There is no need for a special law for armed forces - national security is important... Confused Manipur Chief Minister,ஸ்ரீகாந்த் பொல்லா: கண் பார்வை இழந்தாலும் ரூ. 480 கோடி மதிப்பு நிறுவனத்தின் சிஇஓ - யார் இவர்?
2420,This is Anand Mahendra.. the farmer insulted in his showroom! Action by direct intervention, இந்தியாவில் கால் பதித்த ஸ்டெல்த் ஓமிக்ரான்.. மத்திய பிரதேசத்தில் அடுத்தடுத்து பாதிப்பு -பரபர பின்னணி 
2421,"IAS Officers Issue: Telangana Chief Minister on Tamil, Kerala Line Against Central Govt.",கொரோனா: ஆன்லைனில் மெய்நிகர் சுற்றுலா - இனி இது புதிய வழக்கமா?
2422,Bipin Rawat Panchaloka statue: Ex-servicemen planning to transport it to Delhi via Cuddalore,ஆயுத படை சிறப்பு சட்டம் தேவை இல்லைதான்- தேச பாதுகாப்பு முக்கியமாச்சே... குழப்பும் மணிப்பூர் முதல்வர் 
2423,Supreme Court: Next 10 months crucial for appointment of new judges - Why?,"உத்தரகாண்ட் தேர்தல்: 4 லட்சம் வேலைவாய்ப்புகள், ரூ500க்கு கீழ் சிலிண்டர் விலை- காங். வாக்குறுதி "
2424,"Uttarakhand election: 4 lakh jobs, cylinder price below Rs 500- Cong. promise",உச்ச நீதிமன்றம்: அடுத்த 10 மாதங்கள் புதிய நீதிபதிகள் நியமனத்துக்கு மிகவும் முக்கியம் - ஏன்?
2425,No One Stopped From Studying Hindi: Tamil Nadu Govt In High Court,பிபின் ராவத் பஞ்சலோக சிலை: கடலூர் மூலம் டெல்லிவரை கொண்டு செல்ல திட்டமிடும் முன்னாள் ராணுவத்தினர்
2426,Does Corona spread from humans to animals and from animals back to humans?,யுக்ரேன் பதற்றம்: ரஷ்ய அச்சுறுத்தலை எதிர்க்க அணி திரளும் மேற்கு நாடுகள்
2427,Stealth Omicron established a foothold in India,இந்தி படிப்பதை யாரும் தடுக்கவில்லை: உயர் நீதிமன்றத்தில் தமிழக அரசு
2428,Ukraine Tensions: West Rallying Against Russian Threat,"மனிதர்களிடமிருந்து விலங்குகளுக்கும், விலங்குகளிலிருந்து மீண்டும் மனிதர்களுக்கு கொரோனா பரவுகிறதா?"
2429,The judge's negative comments about actor Vijay have been deleted,நடிகர் விஜய் குறித்து நீதிபதி எதிர்மறையாகக் கூறிய கருத்துகள் நீக்கம்
2430,Why is there war tension between Ukraine and Russia? Simple explanation, இந்திய தேசிய கொடியை அவமதித்ததா அமேசான்.. தேசியக்கொடி பொறிக்கும் இடமா இது? பாய்கிறது வழக்கு 
2431,Has Amazon insulted the Indian national flag? Flowing case,அவசர வீடியோ கால் செய்த பிடன்.. உக்ரைன் எல்லையில் குவிக்கப்படும் யு.எஸ் படைகள்.. தாக்க ரெடியான ரஷ்யா! 
2432,"As the Winter Olympics approaches, China has a problem.. Corona is rising rapidly!",குளிர்கால ஒலிம்பிக் போட்டி நெருங்கும் நேரத்தில் சீனாவிற்கு சிக்கல்.. கிடுகிடுவென உயரும் கொரோனா! 
2433,"Pitiful finches.. ""Body parts for sale"".. Not even a 5-year-old child is spared.. Afghan poverty",யுக்ரேன் - ரஷ்யா இடையில் போர் பதற்றம் நிலவுவது ஏன்? எளிய விளக்கம்
2434,Between political work.. DMK District Secretary Sureshrajan's help.. People appreciate,யுக்ரேன் பதற்றம்: அமெரிக்காவின் 'மரண' ஆயுதங்கள்.. ரஷ்யாவின் ஒரு லட்சம் வீரர்கள்.. எல்லையில் பதற்றம் 
2435,Biden made an urgent video call.. US forces are being concentrated on the border of Ukraine.. Russia is ready to attack!,"பரிதாப பிஞ்சுகள்.. ""உடல் உறுப்புகள் விற்பனைக்கு"".. 5 வயது குழந்தையையும் விட்டுவைக்காத.. ஆப்கன் வறுமை"
2436,Ukraine tension: America's 'deadly' weapons.. One lakh soldiers of Russia.. Tension on the border, கொரோனா படுத்தும் பாடு! எலிகளை வளைத்து வளைத்துக் கொல்லும் ஹாங்காங் அரசு.. என்ன காரணம் தெரியுமா
2437,UP Elections: CM Stalin in UP to campaign for Akhilesh Yadav Will he go?,"இந்த வருஷம் ""புலி ஆண்டு.."" நியூ இயரை கொண்டாட கோலாகலமாக ரெடியான சீனா!"
2438,"Can't win like before? ""'OBC' is a lion's dream for BJP.. Unexpected problem for Yogi!",அரசியல் பணிக்கு இடையே.. திமுக மாவட்டச் செயலாளர் சுரேஷ்ராஜன் செய்யும் உதவிகள்.. மக்கள் பாராட்டு 
2439,"This year is the ""Year of the Tiger."" China is ready to celebrate the New Year!","முன்ன மாதிரி ஜெயிக்க முடியாது? பாஜகவிற்கு சிம்ம சொப்பனமாகும் ""'ஓபிசி"".. யோகிக்கு எதிர்பாராத சிக்கல்! "
2440,Song of Corona! The Hong Kong government is killing rats.. Do you know the reason?,உ.பி. தேர்தல்: அகிலேஷ் யாதவிற்கு ஆதரவாக பிரச்சாரம் செய்ய முதல்வர் ஸ்டாலின் உ.பி. செல்வாரா? 
2441,BJP came to Mater.. the first Muslim candidate.. who is Haider Ali Khan.. Check for Akhilesh?,ஒரு பக்கம் அகிலேஷ்.. மறுபக்கம் மாயாவதி.. இன்னொரு பக்கம் பிரியங்கா.. வெற்றிக்காக பாஜக பக்கா வியூகம் 
2442,Boy's death reverberates..Sniper training ground closed..Tamil Nadu Govt information at Icourt branch,மேட்டருக்கு வந்த பாஜக.. முதல் முஸ்லிம் வேட்பாளர்.. யார் இந்த ஹைதர் அலிகான்.. அகிலேஷூக்கு செக்?
2443,Akhilesh on one side.. Mayawati on the other side.. Priyanka on the other side.. BJP's strategy for victory,ராமர் கிட்டவே கேட்டேன்.. நல்லவேளை அயோத்தியில் யோகி போட்டியிடலை.. புயலை கிளப்பிய ராமர் கோவில் பூசாரி! 
2444,"I asked Ram himself.. Fortunately, Yogi did not contest in Ayodhya.. It was the priest of the Ram temple who stirred up the storm!", 159 வேட்பாளர்களில் 20 யாதவர்கள்.. 11 பிராமணர்கள்.. உத்தரப்பிரதேசத்தில் அகிலேஷ் யாதவின் பக்கா மூவ்! 
2445,Look who.. while breastfeeding the baby.. the famous actress who gave the forehead answer,தஞ்சை பள்ளி மாணவியின் வீடியோவை எடுத்த.. முத்துவேல் டிஎஸ்பி அலுவலகத்தில் ஆஜர்! போலீஸ் திட்டம் என்ன 
2446,Wild boar came across and claimed the car.. 7 people died including son of BJP MLA.., சிறுவன் பலி எதிரொலி.. துப்பாக்கி சுடும் பயிற்சி தளம் மூடப்பட்டது..ஐகோர்ட் கிளையில் தமிழக அரசு தகவல்
2447,"Out of 159 candidates, 20 Yadavs.. 11 Brahmins.. Akhilesh Yadav's Baka Move in Uttar Pradesh!",இதையெல்லாம் மனுசன் இல்ல மாடு கூட திங்காது.. ரேசன் அரிசியை சாலையில் கொட்டிய திமுக முன்னாள் கவுன்சிலர்
2448,High profit in grocery business even during Corona period! Afrotech is awesome,காட்டுப்பன்றி குறுக்கே வந்து கோர விபத்து.. குப்புற விழுந்த கார்.. பாஜக எம்எல்ஏ மகன் உட்பட 7 பேர் பலி
2449,Improper relationship with a servant.,யாருன்னு பாருங்க.. குழந்தைக்கு தாய்ப்பால் கொடுத்து கொண்டே.. நெத்தியடி பதிலை சொன்ன பிரபல நடிகை 
2450,Tanjore school girl who took the video.. Muthuvel appeared in the DSP office! What is the police plan?,"வேலைக்காரருடன் தகாத உறவு.. சாம்பார் ஊற்றியே கணவனின் கல்லீரலை ""காலி"" செய்த ஒத்த ரோசா.. விக்கித்த நாகை"
2451,Even a man's house cow can't eat all this. DMK ex-councillor who dumped ration rice on the road,"அமெரிக்கா, யு.கேவில் சரிவு.. சர்வதேச அளவில் குறையும் கொரோனா கேஸ்கள்.. முடிவிற்கு வரும் அலை? "
2452,AIADMK flower flag posted midnight video.. Sudden support for DMK.. Bakhir on MLA..!,கொரோனா காலகட்டங்களிலும் மளிகை வியாபாரத்தில் அதிக லாபம்! அஃரோடெக் அசத்தல்
2453,Stealing women's underwear and frolicking.. Obscene painting on the wall.. Police net for the youth.,புதுக்கோட்டை அதிர்ச்சி போல பெரம்பலூரில் சம்பவம்.. மேற்கூரையை துளைத்துச் சென்ற துப்பாக்கி குண்டு! 
2454,Kannamma's new vow,பெண்களின் உள்ளாடைகளை திருடி உல்லாசம்.. சுவற்றில் ஆபாச வரைப்படம்.. இளைஞருக்கு போலீஸ் வலை 
2455,Priyanka's team met again..it seems like they have changed a lot,நடுராத்திரி வீடியோ போட்ட அதிமுக பூங்கொடி.. திமுகவுக்கு தந்த திடீர் ஆதரவு.. எம்எல்ஏ மீது பகீர்..!
2456,Douglas Devananda's plot to auction 105 boats of Tamil Nadu fishermen - supporters welcome!,டக்ளஸ் தேவானந்தாவின் சதியால் தமிழக மீனவர்களின் 105 படகுகள் ஏலம்- ஆதரவாளர்கள் வரவேற்பு! 
2457,5 km into India. Release of 55 Tamil Nadu fishermen arrested by intruders- Sri Lanka court,இந்தியா ஆதரிக்கும் 13-வது​ திருத்தம் எங்களுக்கு தேவை இல்லை- இலங்கை தமிழ் தலைவர்கள் போர்க்கொடி!
2458,"Decline in America, UK.. Corona cases decreasing internationally.. Wave coming to an end?", இந்தியாவுக்குள் 5 கி.மீ. ஊடுருவி கைது செய்த 55 தமிழக மீனவர்கள் விடுதலை- இலங்கை நீதிமன்றம்
2459,Iman Annachi's new venture.. This is not even in the list... Congratulations fans,இமான் அண்ணாச்சியின் புது முயற்சி.. இது லிஸ்டிலேயே இல்லையே... வாழ்த்தும் ரசிகர்கள் 
2460,We don't need the 13th amendment supported by India- Sri Lankan Tamil leaders war flag!,கண்ணம்மாவின் புது சபதம்....மீண்டும் தொடங்கிட்டாங்கப்பா...ஒரு வழியா முடிவு தெரிய போகிறது 
2461,The incident in Perambalur was like Pudukottai shock.. The bullet pierced the roof!,மீண்டும் சந்தித்துக்கொண்ட பிரியங்கா அணி..இப்ப ரொம்ப மாறிட்டாங்க போல 
2462,Mother scolds him in a dream for that act...Amir feels,அமீர் வீட்டில் ராஜூ செய்த செயல்... ராஜுவுக்கு இப்படி ஒரு திறமையா...வியந்து போன ரசிகர்கள்
2463,"If Julie comes, we will be happy...celebrating netizens...is this how it started",அந்த செயலுக்காக கனவில் வந்து அம்மா திட்டியுள்ளார்...ஃபீல் பண்ணும் அமீர்
2464,If only mother was there..this is the answer to his decision... Aamir's warm words,முதல் வாரத்திலேயே பலருடைய வெறுப்பையும் சம்பாதித்த போட்டியாளர்...இதுதான் காரணமா 
